dsp_pedon_id,soc_stock_30cm,soc_stock_100cm,dsp_plot_id,dspplotmgt_id,label_full,label,lu,till,trt,explanation,gen_state,site,project,soil,lat,long,ID,mat,map,climate,single_ring_infiltration_1,single_ring_infiltration_2,cornell_infiltrometer,soc_pct,bulk_density,tn_pct,kssl_wsa,yoder_agg_stab_mwd,p_h,soil_respiration,bglucosidase,bglucosaminidase,alkaline_phosphatase,acid_phosphatase,phosphodiesterase,arylsulfatase,pox_c,ace
NAT-3 - 3,13.674,37.106,NAT-3,59,Ref - Native,Ref,GRASS,Perennial,Rangland,NAT,Reference,Wellman,TexasA&MPt-1,Amarillo,33.060119,-102.406186,187,15.607999801635742,453,warm_dry,NA,NA,NA,0.52,1.83,NA,NA,0.61,NA,29,154.48,20.72,5.43,NA,NA,6.61,228.67,0.08302
NT - 3-1,NA,NA,NT - 3,62,SHM - no-till,SHM,CROP,No-till,no-till wheat,no-till wheat,AG-CROP,NA,TexasA&MPt-2,Pullman,35.18025,-102.093806,225,13.280166625976563,472,cool_dry,NA,NA,NA,NA,1.28,NA,NA,0.26,NA,NA,7.92,6.57,111.64,6.52,NA,1.53,363,NA
NT - 3-2,NA,NA,NT - 3,62,SHM - no-till,SHM,CROP,No-till,no-till wheat,no-till wheat,AG-CROP,NA,TexasA&MPt-2,Pullman,35.18025,-102.093806,227,13.280166625976563,472,cool_dry,NA,NA,NA,NA,1.26,NA,NA,0.88,NA,NA,10.59,12.48,163.2,1.63,NA,2.83,485,NA
NT - 3-3,NA,NA,NT - 3,62,SHM - no-till,SHM,CROP,No-till,no-till wheat,no-till wheat,AG-CROP,NA,TexasA&MPt-2,Pullman,35.18025,-102.093806,228,13.280166625976563,472,cool_dry,NA,NA,NA,NA,1.6,NA,NA,0.27,NA,NA,4.88,5.21,158.9,9.85,NA,10.46,392,NA
NT-1-1,NA,NA,NT-1,60,SHM - no-till,SHM,CROP,No-till,no-till fallow after sorghum,no-till fallow after sorghum,AG-CROP,NA,TexasA&MPt-2,Pullman,35.18025,-102.093806,236,13.280166625976563,472,cool_dry,NA,NA,NA,NA,1.57,NA,NA,0.62,NA,NA,19.22,5.04,127.34,12.45,NA,9.1,632,NA
NT-1-2,NA,NA,NT-1,60,SHM - no-till,SHM,CROP,No-till,no-till fallow after sorghum,no-till fallow after sorghum,AG-CROP,NA,TexasA&MPt-2,Pullman,35.18025,-102.093806,237,13.280166625976563,472,cool_dry,NA,NA,NA,NA,1.13,NA,NA,2.35,NA,NA,15.67,19.6,173.97,8.68,NA,19.02,695,NA
NT-1-3,NA,NA,NT-1,60,SHM - no-till,SHM,CROP,No-till,no-till fallow after sorghum,no-till fallow after sorghum,AG-CROP,NA,TexasA&MPt-2,Pullman,35.18025,-102.093806,238,13.280166625976563,472,cool_dry,NA,NA,NA,NA,0.69,NA,NA,4.29,NA,NA,2.47,8.22,150.55,7.81,NA,14.63,726,NA
NT-2-1,NA,NA,NT-2,61,SHM - no-till,SHM,CROP,No-till,no-till fallow after wheat,no-till fallow after wheat,AG-CROP,NA,TexasA&MPt-2,Pullman,35.18025,-102.093806,219,13.280166625976563,472,cool_dry,NA,NA,NA,NA,1.66,NA,NA,0.19,NA,NA,14.84,2.49,185.67,12.13,NA,8.74,481,NA
NT-2-2,NA,NA,NT-2,61,SHM - no-till,SHM,CROP,No-till,no-till fallow after wheat,no-till fallow after wheat,AG-CROP,NA,TexasA&MPt-2,Pullman,35.18025,-102.093806,220,13.280166625976563,472,cool_dry,NA,NA,NA,NA,1.33,NA,NA,0.21,NA,NA,30.36,27.62,133.57,9.18,NA,30.08,427,NA
NT-2-3,NA,NA,NT-2,61,SHM - no-till,SHM,CROP,No-till,no-till fallow after wheat,no-till fallow after wheat,AG-CROP,NA,TexasA&MPt-2,Pullman,35.18025,-102.093806,221,13.280166625976563,472,cool_dry,NA,NA,NA,NA,1.19,NA,NA,0.24,NA,NA,44.26,4.65,217.33,14.04,NA,4.12,467,NA
NTM - 1 - 1,12.203999999999999,23.049,NTM - 1,64,SHM - no-till,SHM,CROP,Till,No Till - Mixed - 1,MNT,AG-CROP,Lamesa,TexasA&MPt-1,Amarillo,32.774275,-101.946881,194,16.16983413696289,462,warm_dry,NA,NA,NA,0.7,1.21,NA,NA,0.75,NA,58,160.46,40.51,1.7,NA,NA,19.97,447.82,0.65691
NTM - 1 - 2,12.274000000000001,25.454,NTM - 1,64,SHM - no-till,SHM,CROP,Till,No Till - Mixed - 1,MNT,AG-CROP,Lamesa,TexasA&MPt-1,Amarillo,32.774275,-101.946881,195,16.16983413696289,462,warm_dry,NA,NA,NA,0.58,1.31,NA,NA,0.85,NA,199,124.92,26.13,0.03,NA,NA,5.18,409.84,0.47695
NTM - 1 - 3,11.855500000000001,30.5915,NTM - 1,64,SHM - no-till,SHM,CROP,Till,No Till - Mixed - 1,MNT,AG-CROP,Lamesa,TexasA&MPt-1,Amarillo,32.774275,-101.946881,196,16.16983413696289,462,warm_dry,NA,NA,NA,0.47,1.58,NA,NA,0.62,NA,108,133.87,28.61,1.77,NA,NA,3.66,438.65,0.47336
NTM - 2 - 1,12.271500000000001,28.277,NTM - 2,65,SHM - no-till,SHM,CROP,Till,No Till - Mixed - 2,MNT,AG-CROP,Lamesa,TexasA&MPt-1,Amarillo,32.775004,-101.947229,200,16.16983413696289,462,warm_dry,NA,NA,NA,0.64,0.92,NA,NA,0.72,NA,50,146.15,34.42,4.89,NA,NA,8.33,409.33,0.48483
NTM - 2 - 2,15.100000000000001,31.62,NTM - 2,65,SHM - no-till,SHM,CROP,Till,No Till - Mixed - 2,MNT,AG-CROP,Lamesa,TexasA&MPt-1,Amarillo,32.775004,-101.947229,201,16.16983413696289,462,warm_dry,NA,NA,NA,0.68,1.61,NA,NA,0.83,NA,19,135,15.98,2.32,NA,NA,5.88,379.66,0.45329
NTM - 2 - 3,16.293,33.2455,NTM - 2,65,SHM - no-till,SHM,CROP,Till,No Till - Mixed - 2,MNT,AG-CROP,Lamesa,TexasA&MPt-1,Amarillo,32.775004,-101.947229,202,16.16983413696289,462,warm_dry,NA,NA,NA,0.85,1.64,NA,NA,0.66,NA,37,150.19,56.9,2.29,NA,NA,10.46,404.39,0.9731
NTM-3 - 1,14.092500000000001,35.8005,NTM-3,63,SHM - no-till,SHM,CROP,Till,No Till - Mixed - 3,MNT,AG-CROP,Lamesa,TexasA&MPt-1,Amarillo,32.775739,-101.94738,206,16.16983413696289,462,warm_dry,NA,NA,NA,0.77,1.15,NA,NA,0.71,NA,151,85.72,25.49,2.29,NA,NA,16.98,394.5,0.26356
NTM-3 - 2,15.996,42.619,NTM-3,63,SHM - no-till,SHM,CROP,Till,No Till - Mixed - 3,MNT,AG-CROP,Lamesa,TexasA&MPt-1,Amarillo,32.775739,-101.94738,207,16.16983413696289,462,warm_dry,NA,NA,NA,1.08,1.37,NA,NA,0.67,NA,167,152.07,30.08,5.57,NA,NA,17.58,525.94,0.02351
NTM-3 - 3,10.785499999999999,21.522,NTM-3,63,SHM - no-till,SHM,CROP,Till,No Till - Mixed - 3,MNT,AG-CROP,Lamesa,TexasA&MPt-1,Amarillo,32.775739,-101.94738,208,16.16983413696289,462,warm_dry,NA,NA,NA,0.49,1.53,NA,NA,0.8,NA,110,194.08,25.35,2.55,NA,NA,7.46,207.36,0.15866
NTR - 1 - 1,11.7225,28.331,NTR - 1,66,SHM - no-till,SHM,CROP,Till,No Till - Rye - 1,RNT,AG-CROP,Lamesa,TexasA&MPt-1,Amarillo,32.775007,-101.947399,191,16.16983413696289,462,warm_dry,NA,NA,NA,0.61,1.35,NA,NA,0.69,NA,136,139.55,27.35,0.92,NA,NA,10.2,438.65,0.46046
NTR - 1 - 2,12.747499999999999,29.433,NTR - 1,66,SHM - no-till,SHM,CROP,Till,No Till - Rye - 1,RNT,AG-CROP,Lamesa,TexasA&MPt-1,Amarillo,32.775007,-101.947399,192,16.16983413696289,462,warm_dry,NA,NA,NA,0.62,1.5,NA,NA,0.74,NA,117,147.77,19.4,0.9,NA,NA,13.41,419.08,0.56944
NTR - 1 - 3,14.831,31.721,NTR - 1,66,SHM - no-till,SHM,CROP,Till,No Till - Rye - 1,RNT,AG-CROP,Lamesa,TexasA&MPt-1,Amarillo,32.775007,-101.947399,193,16.16983413696289,462,warm_dry,NA,NA,NA,0.68,1.67,NA,NA,0.83,NA,87,165.32,32.22,0.07,NA,NA,12.42,417.4,0.77808
NTR - 2 - 1,11.3335,26.0095,NTR - 2,67,SHM - no-till,SHM,CROP,Till,No Till - Rye - 2,RNT,AG-CROP,Lamesa,TexasA&MPt-1,Amarillo,32.775007,-101.947399,197,16.16983413696289,462,warm_dry,NA,NA,NA,0.66,1.37,NA,NA,0.81,NA,23,130.61,15.5,2.78,NA,NA,10.05,472.61,0.57661
NTR - 2 - 2,13.597000000000001,29.597,NTR - 2,67,SHM - no-till,SHM,CROP,Till,No Till - Rye - 2,RNT,AG-CROP,Lamesa,TexasA&MPt-1,Amarillo,32.775007,-101.947399,198,16.16983413696289,462,warm_dry,NA,NA,NA,0.6,1.27,NA,NA,0.77,NA,58,133.77,23.25,1.26,NA,NA,9.37,507.39,0.78812
NTR - 2 - 3,11.814,33.999,NTR - 2,67,SHM - no-till,SHM,CROP,Till,No Till - Rye - 2,RNT,AG-CROP,Lamesa,TexasA&MPt-1,Amarillo,32.775007,-101.947399,199,16.16983413696289,462,warm_dry,NA,NA,NA,0.53,1.45,NA,NA,0.77,NA,68,178.6,27.59,1.79,NA,NA,11.96,470.73,0.568
NTR - 3 - 1,15.021,33.491,NTR - 3,68,SHM - no-till,SHM,CROP,Till,No Till - Rye - 3,RNT,AG-CROP,Lamesa,TexasA&MPt-1,Amarillo,32.775683,-101.947009,212,16.16983413696289,462,warm_dry,NA,NA,NA,0.72,0.98,NA,NA,0.76,NA,127,289.22,25.72,2.38,NA,NA,3.5,313.16,0.17581
NTR - 3 - 2,15.1525,42.884499999999996,NTR - 3,68,SHM - no-till,SHM,CROP,Till,No Till - Rye - 3,RNT,AG-CROP,Lamesa,TexasA&MPt-1,Amarillo,32.775683,-101.947009,213,16.16983413696289,462,warm_dry,NA,NA,NA,0.91,1.39,NA,NA,0.66,NA,161,224.18,29.28,4.62,NA,NA,4.25,456.96,0.01746
NTR - 3 - 3,12.5805,28.0945,NTR - 3,68,SHM - no-till,SHM,CROP,Till,No Till - Rye - 3,RNT,AG-CROP,Lamesa,TexasA&MPt-1,Amarillo,32.775683,-101.947009,214,16.16983413696289,462,warm_dry,NA,NA,NA,0.69,1.43,NA,NA,0.94,NA,118,268.53,28.81,3.01,NA,NA,13.97,396.72,0.14757
PGL7-7a,43.69661659090909,66.92458252424242,PGL7,81,Ref - CRP,Ref,GRASS,Perennial,PGL7,PGL,ALT,PCF,WashingtonState,Palouse,46.75739636,-117.1998969,303,8.493000030517578,542,cool_dry,NA,NA,NA,1.8348,NA,0.14778,42.96,8.276752065,6.7,205.4,164.0734762,3.099314891,-1.706034655,34.55644921,65.16481147,5.054319388,336.157172,NA
PGL7-7b,58.816319400000005,84.345399,PGL7,81,Ref - CRP,Ref,GRASS,Perennial,PGL7,PGL,ALT,PCF,WashingtonState,Palouse,46.75739636,-117.1998969,304,8.493000030517578,542,cool_dry,NA,NA,NA,2.5639,0.79,0.19258,48.93,2.124967207,6.93,233.9,47.69067865,4.810418705,-0.22845737,43.97490066,9.964207566,12.1273293,510.1006634,NA
PGL7-7c,70.463576,130.5159976,PGL7,81,Ref - CRP,Ref,GRASS,Perennial,PGL7,PGL,ALT,PCF,WashingtonState,Palouse,46.75739636,-117.1998969,305,8.493000030517578,542,cool_dry,NA,NA,NA,2.8044,1.02,0.19955,53.13,25.48325316,7.33,233.9,73.60387196,0.836114488,-0.779022819,5.281708076,16.84728079,5.182728547,447.6268794,NA
PGL9-1,54.139695,185.597135,PGL9,82,Ref - CRP,Ref,GRASS,Perennial,PGL9,PGL,ALT,PCF,WashingtonState,Palouse,46.75757146,-117.20006,311,8.493000030517578,542,cool_dry,NA,NA,NA,3.0774,0.91,0.24105,54.87,61.69815594,4.84,336.5,16.89444115,2.382505596,1.231487718,98.92042746,4.697904033,10.87486414,650.3,16.157
PGL9-2,58.405331999999994,144.376131,PGL9,82,Ref - CRP,Ref,GRASS,Perennial,PGL9,PGL,ALT,PCF,WashingtonState,Palouse,46.75739636,-117.1998969,312,8.493000030517578,542,cool_dry,NA,NA,NA,2.5818,1.07,0.21536,68.49,31.22090877,4.7,216.8,13.17429058,1.002054738,14.9126075,111.1584033,22.67733464,134.3284312,780,3.1916
PGL9-3,65.8435316,91.35774280000001,PGL9,82,Ref - CRP,Ref,GRASS,Perennial,PGL9,PGL,ALT,PCF,WashingtonState,Palouse,46.75739636,-117.1998969,313,8.493000030517578,542,cool_dry,NA,NA,NA,3.3002,1.07,0.2474,39.12,21.68888707,5.14,319.4,14.21152829,104.1452083,41.92049772,19.02403924,31.69723908,2.479566367,868.8,5.341
PaH2-1,86.2747061950585,NA,PaH2,70,SHM - Hayland,SHM,GRASS,No-till,Hayland,"Mountain Dairy farm, Mansfield, CT, hayfield",AG-CROP,H2,UConn,Woodbridge,41.7541111,-72.2346389,103,9.041500091552734,1260,cool_wet,183.3512535,88.77669903,37.47211896,5.204555577,1.21,0.41356493,79.47612732,4.073484194,6,2.578335272,323.6383976,47.49208022,310.9896704,317.5383609,NA,163.1885746,1022.166515,20.97473738
PaL1-1,96.06042617175606,122.58049562309047,PaL1,71,SHM - Lawn,SHM,GRASS,No-till,Lawn,"Will Ouimet residential lawn, Mansfield, CT",AG-CROP,L1,UConn,Woodbridge,41.7995278,-72.188333,94,8.826166152954102,1251,cool_wet,366.7025069,62.63013699,18.21403892,3.792445631,1.22,0.297596337,63.45194546,3.318834383,4.5,2.849327108,137.3793792,33.08607595,71.95688711,227.3544084,NA,278.144073,751.8533719,20.54602397
PaL1-2,112.68197989688801,NA,PaL1,71,SHM - Lawn,SHM,GRASS,No-till,Lawn,"Will Ouimet residential lawn, Mansfield, CT",AG-CROP,L1,UConn,Woodbridge,41.7995556,-72.18838889,95,8.826166152954102,1251,cool_wet,339.5393583,58.99354839,18.3284496,5.884748524,1.21,0.468336388,73.05129913,3.481575897,NA,2.551107582,89.64842327,23.8122107,56.89108845,321.4396788,NA,308.18926,811.1904034,19.03607554
PaL2-2,110.3404821075397,NA,PaL2,72,SHM - Lawn,SHM,GRASS,No-till,Lawn,"Nels Barrett residential lawn, Mansfield, CT",AG-CROP,L2,UConn,Canton,41.80006,-72.1895,97,8.826166152954102,1251,cool_wet,98.57594272,25.75774648,19.36295648,3.002090063,1.33,0.223256698,59.47560571,3.198585759,NA,1.017280432,55.99518381,12.01729471,68.42189524,109.5890458,NA,128.7220222,992.4979997,14.87133039
PaM2-1,122.5187505541725,NA,PaM2,74,SHM - Managed forest,SHM,FOREST,Perennial,Managed forest,"UConn forest east of Horsebarn Hill, Storrs, CT, Stand B, ash-dominated, thinned 2013",AG-CROP,M2,UConn,Woodbridge,41.8207833,-72.25135,90,8.846333503723145,1257,cool_wet,213.1991319,30.2781457,18.90152343,8.747855918,1.22,0.584460962,67.77629827,3.378115949,5.1,3.634118837,204.8524583,27.8638994,335.9285763,378.1448803,NA,211.7231076,979.3119927,25.08113518
PaM2-2,91.937963313009,NA,PaM2,74,SHM - Managed forest,SHM,FOREST,Perennial,Managed forest,"UConn forest east of Horsebarn Hill, Storrs, CT, Stand B, ash-dominated, thinned 2013",AG-CROP,M2,UConn,Woodbridge,41.821,-72.2543056,91,8.846333503723145,1257,cool_wet,305.5854224,37.32244898,21.73168598,8.877070976,1.02,0.593168337,86.84995031,2.687641779,NA,3.41615162,208.1844623,35.78720175,226.0467733,353.4667766,NA,221.8721507,933.1609682,30.9004522
PaT2-1,68.995619934771,107.887343460063,PaT2,78,BAU - Conv till silage corn,BAU,CROP,Till,Conv till silage corn,"Mountain Dairy farm, Mansfield, CT, corn field, conventional till, with manure",AG-CROP,T2,UConn,Woodbridge,41.7537778,-72.2351944,105,9.041500091552734,1260,cool_wet,75.14395634,37.17073171,7.716859829,2.450860701,1.59,0.201440606,67.43333333,3.436945488,7.1,1.011706348,55.16218284,13.27782008,116.1442854,103.9638898,NA,59.98988857,587.0282844,5.523509902
PaU1-1,161.4750653244048,201.4280762463888,PaU1,79,Ref - Unmanaged forest,Ref,FOREST,Perennial,Unmanaged forest,"UConn forest east of Horsebarn Hill, Storrs, CT, Stand C, oak/ hickory upland hardwood, no recent management",Reference,U1,UConn,Woodbridge,41.8184333,-72.2388333,88,8.857999801635742,1252,cool_wet,212.2120989,77.49152542,29.10002187,10.77628316,0.73,0.631246712,67.49833666,2.510864811,4.3,2.798637489,96.14583089,33.98645122,254.8635832,511.4247861,NA,69.73698939,801.3008982,42.14060104
PaU1-2,124.3302068540987,NA,PaU1,79,Ref - Unmanaged forest,Ref,FOREST,Perennial,Unmanaged forest,"UConn forest east of Horsebarn Hill, Storrs, CT, Stand C, oak/ hickory upland hardwood, no recent management",Reference,U1,UConn,Woodbridge,41.818491,-72.238939,89,8.857999801635742,1252,cool_wet,159.1590742,40.28193833,22.45204461,10.14722681,1.13,0.61556035,76.35697636,1.888080492,NA,3.494135853,88.06572142,29.30449983,368.6191213,544.5406238,NA,316.6300484,943.0504734,39.56246212
PaU2-1,185.89820169616343,227.9311625737622,PaU2,80,Ref - Unmanaged forest,Ref,FOREST,Perennial,Unmanaged forest,"UConn forest east of Horsebarn Hill, Storrs, CT, Stand A, ash- dominated, no recent management",Reference,U2,UConn,Woodbridge,41.8216111,-72.2532778,92,8.846333503723145,1257,cool_wet,572.9726671,212.6511628,15.50623223,19.45659489,0.88,1.043068641,68.28780813,3.593302062,4.2,5.230167199,217.0142726,37.85806486,435.6063942,437.7533882,NA,204.287175,1285.886655,70.84094426
PaU2-2,127.00615504964,NA,PaU2,80,Ref - Unmanaged forest,Ref,FOREST,Perennial,Unmanaged forest,"UConn forest east of Horsebarn Hill, Storrs, CT, Stand A, ash- dominated, no recent management",Reference,U2,UConn,Woodbridge,41.82161667,-72.25333,93,8.846333503723145,1257,cool_wet,611.1708449,63.94405594,21.76033239,9.251728345,NA,0.630337536,67.28847435,3.105941708,NA,3.763689754,142.7938856,30.65506273,349.2504458,336.682037,NA,250.3095685,923.2714629,30.87971015
R-1-1,NA,NA,R-1,83,Ref - Native,Ref,FORAGE,Perennial,Native Rangeland,Native,Reference,NA,TexasA&MPt-2,Pullman,35.18025,-102.093806,215,13.280166625976563,472,cool_dry,NA,NA,NA,NA,0.73,NA,NA,3.62,NA,NA,77.81,34.71,156.45,54.59,NA,7.7,1205,NA
R-1-2,NA,NA,R-1,83,Ref - Native,Ref,FORAGE,Perennial,Native Rangeland,Native,Reference,NA,TexasA&MPt-2,Pullman,35.18025,-102.093806,226,13.280166625976563,472,cool_dry,NA,NA,NA,NA,0.99,NA,NA,4.73,NA,NA,52.09,45.17,217.35,64.13,NA,17.66,1257,NA
R-1-3,NA,NA,R-1,83,Ref - Native,Ref,FORAGE,Perennial,Native Rangeland,Native,Reference,NA,TexasA&MPt-2,Pullman,35.18025,-102.093806,232,13.280166625976563,472,cool_dry,NA,NA,NA,NA,1.02,NA,NA,0.5,NA,NA,100.68,56.12,151.47,44.25,NA,5.27,1355,NA
R-2-1,NA,NA,R-2,84,Ref - Native,Ref,FORAGE,Perennial,Native with introduced species,Native with introduced species,ALT,NA,TexasA&MPt-2,Pullman,35.18025,-102.093806,233,13.280166625976563,472,cool_dry,NA,NA,NA,NA,0.7,NA,NA,1.65,NA,NA,91,48.92,178.77,38.08,NA,44.01,1261,NA
R-2-2,NA,NA,R-2,84,Ref - Native,Ref,FORAGE,Perennial,Native with introduced species,Native with introduced species,ALT,NA,TexasA&MPt-2,Pullman,35.18025,-102.093806,234,13.280166625976563,472,cool_dry,NA,NA,NA,NA,0.99,NA,NA,3.21,NA,NA,115.32,42.31,103.79,73.47,NA,17.21,1330,NA
R-2-3,NA,NA,R-2,84,Ref - Native,Ref,FORAGE,Perennial,Native with introduced species,Native with introduced species,ALT,NA,TexasA&MPt-2,Pullman,35.18025,-102.093806,235,13.280166625976563,472,cool_dry,NA,NA,NA,NA,0.96,NA,NA,0.17,NA,NA,82.89,49.22,158.99,53.79,NA,5.27,1188,NA
REF-1,180.3393948622367,384.9872549522579,REF,85,Ref - Native,Ref,RANGE,Perennial,Native rangeland,Undisturbed fencerow running W-E located at the southern edge of the CON field,Reference,Mower,UnivOfMinnesota,Kenyon,43.746917,-92.845067,257,6.805333614349365,821,cool_dry,NA,NA,NA,5.7713,0.777339307,NA,32.71,4.33,NA,1.71,329.1,95.56,269.91,654.72,NA,529.05,895.7,15.47
REF-2,277.0859171741133,372.2767855209749,REF,85,Ref - Native,Ref,RANGE,Perennial,Native rangeland,Undisturbed fencerow running W-E located at the southern edge of the CON field,Reference,Mower,UnivOfMinnesota,Kenyon,43.7469,-92.8454,258,6.805333614349365,821,cool_dry,NA,NA,NA,5.7533,0.608430905,NA,57.09,2.85,NA,1.61,303.53,74.73,261.2,647.27,NA,518.62,728.31,13.14
REF-3,129.0754447713581,312.886006856471,REF,85,Ref - Native,Ref,RANGE,Perennial,Native rangeland,Undisturbed fencerow running W-E located at the southern edge of the CON field,Reference,Mower,UnivOfMinnesota,Kenyon,43.746883,-92.84465,259,6.805333614349365,821,cool_dry,NA,NA,NA,5.9246,0.928094564,NA,12.54,4.15,NA,1.66,290.65,112.59,25.69,714.99,NA,415.5,813.94,17.03
REF-4,189.8369660625894,267.85200920818943,REF,85,Ref - Native,Ref,RANGE,Perennial,Native rangeland,Undisturbed fencerow running W-E located at the southern edge of the CON field,Reference,Mower,UnivOfMinnesota,Kenyon,43.746883,-92.84395,260,6.805333614349365,821,cool_dry,NA,NA,NA,6.3845,0.731535676,NA,88.97,3.9,NA,2.69,445.32,158.79,429.28,1004.16,NA,503.48,980.4,20.2
REF-5,171.45614307183138,309.45023776665016,REF,85,Ref - Native,Ref,RANGE,Perennial,Native rangeland,Undisturbed fencerow running W-E located at the southern edge of the CON field,Reference,Mower,UnivOfMinnesota,Kenyon,43.7469,-92.844333,261,6.805333614349365,821,cool_dry,NA,NA,NA,7.0157,0.772951295,NA,67.93,4.31,NA,2.1,321.73,105.06,278.28,858.55,NA,476.12,771.78,16.19
REF-6,223.03962455479967,328.9561528291423,REF,85,Ref - Native,Ref,RANGE,Perennial,Native rangeland,Undisturbed fencerow running W-E located at the southern edge of the CON field,Reference,Mower,UnivOfMinnesota,Kenyon,43.74685,-92.8436,262,6.805333614349365,821,cool_dry,NA,NA,NA,7.7732,0.790743782,NA,37.98,3.06,NA,1.88,314.72,106.64,292.83,784.35,NA,548.22,914.41,18.94
REF-7,116.24429561554899,323.2179218284148,REF,85,Ref - Native,Ref,RANGE,Perennial,Native rangeland,Undisturbed fencerow running W-E located at the southern edge of the CON field,Reference,Mower,UnivOfMinnesota,Kenyon,43.74685,-92.843,263,6.805333614349365,821,cool_dry,NA,NA,NA,6.2763,0.574288566,NA,45.96,3.25,NA,1.6,307.95,79.52,299.37,641.34,NA,488.93,949.66,17.35
REF-8,147.1552800563939,303.4966795091366,REF,85,Ref - Native,Ref,RANGE,Perennial,Native rangeland,Undisturbed fencerow running W-E located at the southern edge of the CON field,Reference,Mower,UnivOfMinnesota,Kenyon,43.7469,-92.84325,264,6.805333614349365,821,cool_dry,NA,NA,NA,6.665,0.664513303,NA,22.13,3.62,NA,2.6,318.95,137.98,302.63,741.27,NA,577.85,941.72,19.96
REF-9,192.7737109004155,260.764161511724,REF,85,Ref - Native,Ref,RANGE,Perennial,Native rangeland,Undisturbed fencerow running W-E located at the southern edge of the CON field,Reference,Mower,UnivOfMinnesota,Kenyon,43.746867,-92.84265,265,6.805333614349365,821,cool_dry,NA,NA,NA,6.8382,0.593523687,NA,40.58,4.44,NA,2,287.1,100.65,271.72,654.1,NA,501.39,808.16,18.37
WoCT1 - 1,48.252735,72.6906238,WoCT1,86,BAU - Conventional till,BAU,CROP,Till,Conventional till,"Perennial ryegrass, tilled regularly (~2-3 years) to a depth of ~12 inches (30 cm)",AG-CROP,OSU6,OregonState,Woodburn,45.231102,-122.964818,41,11.487166404724121,1011,cool_wet,138.5772675,2.498360656,0.678001312,1.934,1.28,0.169,0,0.137014424,6.1,12.35549531,56.16,16.96,76.88497345,163.31532670000001,NA,2.315311355,102.4004464,5.852916085
WoCT1 - 2,63.43009,95.23795,WoCT1,86,BAU - Conventional till,BAU,CROP,Till,Conventional till,"Perennial ryegrass, tilled regularly (~2-3 years) to a depth of ~12 inches (30 cm)",AG-CROP,OSU6,OregonState,Woodburn,45.231202,-122.964718,42,11.487166404724121,1011,cool_wet,40.3261034,2.498360656,0.314454406,2.012,1.28,0.17,24.16594313,0.32773598,NA,13.98796267,86.62626263,24.26344554,20.75197089,1411.929859,NA,8.48,660.3310867,5.538490977
WoCT1 - 3,58.26881,86.90549,WoCT1,86,BAU - Conventional till,BAU,CROP,Till,Conventional till,"Perennial ryegrass, tilled regularly (~2-3 years) to a depth of ~12 inches (30 cm)",AG-CROP,OSU6,OregonState,Woodburn,45.231402,-122.964618,43,11.487166404724121,1011,cool_wet,7.3025,2.498360656,0.189153728,1.838,1.28,0.16,17.231894,0.0521475,NA,10.05720675,71.36633663,22.90661386,28.99777954,866.4863286,NA,7.391608392,615.286323,3.990551985
WoCT2 - 1,111.30380500000001,135.12410500000001,WoCT2,87,BAU - Conventional till,BAU,CROP,Till,Conventional till,"Perennial ryegrass, planted in 2016. It was planted to onions beforehand. The ryegrass typically stays in for 3 years. <a0>Then the grower row crops the ground for 2-3 years, and the max depth they reach is 18<94>.",AG-CROP,OSU16,OregonState,Woodburn,45.014134,-122.842842,71,11.441166877746582,1053,cool_wet,7.883344482,2.498360656,4.336533709,1.901,1.22,0.162,2.382729969,NA,5.8,10.43801834,64.23762376,11.32492929,123.52,85.84399146,NA,1.858590565,484.9152671,4.993657187
WoCT2 - 2,150.40205,184.92605,WoCT2,87,BAU - Conventional till,BAU,CROP,Till,Conventional till,"Perennial ryegrass, planted in 2016. It was planted to onions beforehand. The ryegrass typically stays in for 3 years. <a0>Then the grower row crops the ground for 2-3 years, and the max depth they reach is 18<94>.",AG-CROP,OSU16,OregonState,Woodburn,45.014034,-122.842742,72,11.441166877746582,1053,cool_wet,13.90952381,2.498360656,0.848786355,2.258,1.22,0.19,19.10889891,NA,NA,16.01803001,115.8787879,15.18685149,111.68,718.3567059,NA,7.595959596,571.9052309,5.661969664
WoCT2 - 3,147.08100000000002,173.478,WoCT2,87,BAU - Conventional till,BAU,CROP,Till,Conventional till,"Perennial ryegrass, planted in 2016. It was planted to onions beforehand. The ryegrass typically stays in for 3 years. <a0>Then the grower row crops the ground for 2-3 years, and the max depth they reach is 18<94>.",AG-CROP,OSU16,OregonState,Woodburn,45.013834,-122.843042,73,11.441166877746582,1053,cool_wet,9.313333333,4.130989011,15.03879291,2.388,1.22,0.199,10.87876357,NA,NA,9.626644123,73.74257426,12.07843137,80.8,177.0456471,NA,59.31313131,528.1363419,5.576680262
WoCT3 - 1,69.43711499999999,81.317112,WoCT3,88,BAU - Conventional till,BAU,CROP,Till,Conventional till,Perennial ryegrass field planted in 2016. Tilled to corn and peas beforehand.,AG-CROP,OSU17,OregonState,Woodburn,45.1251,-123.06167,74,11.435500144958496,1018,cool_wet,22.19157895,7.599180328,3.740050295,1.628,1.35,0.133,12.31079165,NA,5.5,11.81156045,62.94949495,21.86917647,30.4,123.52,NA,15.29052334,526.065219,6.700718198
