PLFA_ID,proj_id,submit_proj_name,lab_proj_name,lims_site_id,lims_pedon_id,user_pedon_id,lay_id,natural_key,horizon_designation,lay_depth_to_top,lay_depth_to_bottom,lay_field_label1,lay_field_label2,lay_field_label3,clay_tot_psa,silt_tot_psa,sand_tot_psa,co3_cly,silt_f_psa,silt_c_psa,sand_vf_psa,sand_f_psa,sand_m_psa,sand_c_psa,sand_vc_psa,tex_psda,adod,caco3,ph_cacl2,ph_h2o,CKMnO4,PNitroBGlu,ag_stab,c_tot_ncs,n_tot_ncs,s_tot_ncs,estimated_organic_C,DSP_Pedon,user_site_id
CT-013-SW-018-2-07242020,5409,DSP for SH - UCONN,I2021USCT001,34632,41028,S2020CT013018,202758,21N00097,^Au,5,10,S2020CT013018-2,PaL2-2-2,NA,6.8,25,68.2,NA,10.6,14.4,12.1,16.5,17.1,15.6,6.9,sl,1.012,NA,6.2,6.6,872.6,28,93,2.22,0.19,0.03,2.2,S2020CT013018,NA
CT-013-SW-018-3-07242020,5409,DSP for SH - UCONN,I2021USCT001,34632,41028,S2020CT013018,202759,21N00098,^AB,11,29,S2020CT013018-3,PaL2-2-3,NA,7.2,23.1,69.7,NA,10.3,12.8,12.1,19.7,19,11.1,7.8,sl,1.011,NA,6,6.5,582.3,14,93,1.39,0.12,0.02,1.4,S2020CT013018,NA
CT-013-SW-019-1-08112020,5409,DSP for SH - UCONN,I2021USCT001,34633,41029,S2020CT013019,202762,21N00099,Ap1,0,5,S2020CT013019-1,PaH2-1-1,NA,12.3,30.2,57.5,NA,13.6,16.6,15.8,23.3,13.8,4.4,0.2,fsl,1.023,NA,5.9,6.8,1327.8,248,94,5.36,0.51,0.05,5.4,S2020CT013019,NA
CT-013-SW-019-2-08112020,5409,DSP for SH - UCONN,I2021USCT001,34633,41029,S2020CT013019,202763,21N00100,Ap2,5,10,S2020CT013019-2,PaH2-1-2,NA,11.3,29.9,58.8,NA,14.1,15.8,14.7,22.7,13.4,7.1,0.9,fsl,1.02,NA,5.9,6.3,1247.5,124,95,3.87,0.39,0.05,3.9,S2020CT013019,NA
CT-013-SW-019-3-08112020,5409,DSP for SH - UCONN,I2021USCT001,34633,41029,S2020CT013019,202764,21N00101,Bw1,10,19,S2020CT013019-3,PaH2-1-3,NA,7.4,29,63.6,NA,12.9,16.1,14.9,21,13.5,9.9,4.3,fsl,1.011,NA,6.2,6.6,435.7,10,84,0.85,0.08,0.03,0.9,S2020CT013019,NA
CT-013-SW-020-1-08112020,5409,DSP for SH - UCONN,I2021USCT001,34634,41030,S2020CT013020,202769,21N00102,Ap1,0,5,S2020CT013020-1,PaH2-2-1,NA,10.3,31.9,57.8,NA,15.6,16.3,15.3,21.8,14.2,5.9,0.6,fsl,1.022,NA,5.8,6.4,1320.7,215,99,5.05,0.48,0.05,5.1,S2020CT013020,NA
CT-013-SW-020-2-08112020,5409,DSP for SH - UCONN,I2021USCT001,34634,41030,S2020CT013020,202770,21N00103,Ap1,5,10,S2020CT013020-2,PaH2-2-2,NA,9.1,28.2,62.7,NA,12.8,15.4,15.9,22.1,14.5,8.3,1.9,fsl,1.021,NA,5.8,6.3,1247.8,161,95,4.18,0.4,0.05,4.2,S2020CT013020,NA
CT-013-SW-020-3-08112020,5409,DSP for SH - UCONN,I2021USCT001,34634,41030,S2020CT013020,202771,21N00104,Ap2,12,23,S2020CT013020-3,PaH2-2-3,NA,8.6,27.5,63.9,NA,12.8,14.7,15.4,24.2,12.9,8,3.4,fsl,1.017,NA,6,6.4,879,43,95,2.77,0.25,0.04,2.8,S2020CT013020,NA
CT-013-SW-021-1-08122020,5409,DSP for SH - UCONN,I2021USCT001,34636,41032,S2020CT013021,202780,21N00105,Ap,0,5,S2020CT013021-1,PaT2-1-1,NA,8.4,24.6,67,NA,11.9,12.7,14.1,23.1,15.1,9.7,5,fsl,1.013,NA,6.8,7.1,945.5,86,89,2.26,0.21,0.05,2.3,S2020CT013021,NA
CT-013-SW-021-2-08122020,5409,DSP for SH - UCONN,I2021USCT001,34636,41032,S2020CT013021,202781,21N00106,Ap,5,10,S2020CT013021-2,PaT2-1-2,NA,9.2,25.9,64.9,NA,11,14.9,14.8,21.8,15,7.4,5.9,fsl,1.013,NA,6.8,7.2,946.2,79,90,2.27,0.2,0.03,2.3,S2020CT013021,NA
CT-013-SW-021-3-08122020,5409,DSP for SH - UCONN,I2021USCT001,34636,41032,S2020CT013021,202782,21N00107,Ap,10,19,S2020CT013021-3,PaT2-1-3,NA,9.6,26.4,64,NA,12.3,14.1,13.9,22.1,13.5,8.5,6,fsl,1.012,0,6.7,7.1,874.4,49,89,1.96,0.18,0.04,2,S2020CT013021,NA
CT-013-SW-022-1-08122020,5409,DSP for SH - UCONN,I2021USCT001,34637,41033,S2020CT013022,202787,21N00108,Ap1,0,5,S2020CT013022-1,PaT2-2-1,NA,8.2,28.6,63.2,NA,12.7,15.9,14.8,25.6,13.1,7.6,2.1,fsl,1.013,NA,6.8,7.1,946.8,76,88,2.22,0.2,0.03,2.2,S2020CT013022,NA
CT-013-SW-022-2-08122020,5409,DSP for SH - UCONN,I2021USCT001,34637,41033,S2020CT013022,202788,21N00109,Ap1,5,10,S2020CT013022-2,PaT2-2-2,NA,9.6,28.2,62.2,NA,12.9,15.3,14.9,22.6,14,8.5,2.2,fsl,1.013,NA,6.8,7.2,949.1,69,80,2.14,0.2,0.04,2.1,S2020CT013022,NA
CT-013-SW-022-3-08122020,5409,DSP for SH - UCONN,I2021USCT001,34637,41033,S2020CT013022,202789,21N00110,Ap2,15,29,S2020CT013022-3,PaT2-2-3,NA,9.3,29,61.7,NA,14.1,14.9,15.6,21.3,14.3,6.2,4.3,fsl,1.012,NA,6.6,7,801.7,47,90,1.85,0.18,0.04,1.9,S2020CT013022,NA
CT-013-SW-023-1-08122020,5409,DSP for SH - UCONN,I2021USCT001,34638,41034,S2020CT013023,202791,21N00111,Ap,0,5,S2020CT013023-1,PaT2-3-1,NA,9.2,27.8,63,NA,12.1,15.7,15.9,23,14.4,6.9,2.8,fsl,1.013,NA,6.9,7.3,948,93,84,2.23,0.21,0.04,2.2,S2020CT013023,NA
CT-013-SW-023-2-08122020,5409,DSP for SH - UCONN,I2021USCT001,34638,41034,S2020CT013023,202792,21N00112,Ap,5,10,S2020CT013023-2,PaT2-3-2,NA,9.4,26.8,63.8,NA,11.8,15,14.8,24.6,12.9,8.2,3.3,fsl,1.011,NA,6.8,7.2,874.4,60,86,2.07,0.2,0.04,2.1,S2020CT013023,NA
CT-013-SW-023-3-08122020,5409,DSP for SH - UCONN,I2021USCT001,34638,41034,S2020CT013023,202793,21N00113,Bw,17,26,S2020CT013023-3,PaT2-3-3,NA,10.9,27.5,61.6,NA,14,13.5,14.5,21.6,15.4,6.6,3.5,fsl,1.007,NA,6.4,6.9,289.9,7,24,0.6,0.06,0.01,0.6,S2020CT013023,NA
CT-015-SW-001-1-07292020,5409,DSP for SH - UCONN,I2021USCT001,34640,41036,S2020CT015001,202801,21N00114,Ap1,0,5,S2020CT015001-1,PaN2-1-1,NA,7.8,30.2,62,NA,12.5,17.7,22.1,23.6,9.9,4.7,1.7,fsl,1.012,NA,5.7,6.4,1090.8,124,83,2.81,0.28,0.03,2.8,S2020CT015001,NA
CT-015-SW-001-2-07292020,5409,DSP for SH - UCONN,I2021USCT001,34640,41036,S2020CT015001,202802,21N00115,Ap1,5,10,S2020CT015001-2,PaN2-1-2,NA,8.2,30.5,61.3,NA,12.5,18,21.9,24.2,8.5,4.4,2.3,fsl,1.012,NA,5.6,6.1,876.2,61,88,2.01,0.22,0.02,2,S2020CT015001,NA
CT-015-SW-001-3-07292020,5409,DSP for SH - UCONN,I2021USCT001,34640,41036,S2020CT015001,202803,21N00116,Ap2,16,34,S2020CT015001-3,PaN2-1-3,NA,8.6,32,59.4,NA,13.9,18.1,19.7,18.6,9.1,6.6,5.4,fsl,1.012,NA,5.6,6.1,656.3,22,84,1.64,0.18,0.01,1.6,S2020CT015001,NA
CT-015-SW-002-1-07292020,5409,DSP for SH - UCONN,I2021USCT001,34641,41037,S2020CT015002,202807,21N00117,Ap1,0,5,S2020CT015002-1,PaN2-2-1,NA,8.5,33.1,58.4,NA,13.8,19.3,21.6,21.3,9.7,3.9,1.9,fsl,1.014,NA,5.4,5.8,1020.2,120,78,3.08,0.26,0.06,3.1,S2020CT015002,NA
CT-015-SW-002-2-07292020,5409,DSP for SH - UCONN,I2021USCT001,34641,41037,S2020CT015002,202808,21N00118,Ap1,5,10,S2020CT015002-2,PaN2-2-2,NA,8.8,33.4,57.8,NA,14,19.4,21.6,20.4,8.6,4.5,2.7,fsl,1.013,NA,5.2,5.7,803,48,88,2.08,0.19,0.05,2.1,S2020CT015002,NA
CT-015-SW-002-3-07292020,5409,DSP for SH - UCONN,I2021USCT001,34641,41037,S2020CT015002,202809,21N00119,Ap2,16,35,S2020CT015002-3,PaN2-2-3,NA,9,32.4,58.6,NA,15.4,17,19,19.8,9.1,6.4,4.3,fsl,1.012,NA,5.4,5.9,657.3,28,86,1.78,0.16,0.04,1.8,S2020CT015002,NA
CT-015-SW-003-1-07292020,5409,DSP for SH - UCONN,I2021USCT001,34642,41038,S2020CT015003,202812,21N00120,Ap1,0,5,S2020CT015003-1,PaN2-3-1,NA,8.3,30.5,61.2,NA,13.1,17.4,20.8,22.2,11.8,4.5,1.9,fsl,1.011,NA,5.6,6.1,945.6,107,89,2.25,0.2,0.04,2.3,S2020CT015003,NA
CT-015-SW-003-2-07292020,5409,DSP for SH - UCONN,I2021USCT001,34642,41038,S2020CT015003,202813,21N00121,Ap1,5,10,S2020CT015003-2,PaN2-3-2,NA,8.3,33.2,58.5,NA,14.3,18.9,21.1,19,9.7,4.3,4.4,fsl,1.011,NA,5.4,5.9,728.5,45,87,1.97,0.18,0.04,2,S2020CT015003,NA
CT-015-SW-003-3-07292020,5409,DSP for SH - UCONN,I2021USCT001,34642,41038,S2020CT015003,202814,21N00122,Ap2,17,40,S2020CT015003-3,PaN2-3-3,NA,9.5,35.2,55.3,NA,16,19.2,19.1,18,9.3,5.2,3.7,fsl,1.013,NA,5.6,6,657.7,27,86,1.77,0.16,0.03,1.8,S2020CT015003,NA
CT-015-SW-004-1-07292020,5409,DSP for SH - UCONN,I2021USCT001,34643,41039,S2020CT015004,202817,21N00123,Ap1,0,5,S2020CT015004-1,PaH1-1-1,NA,9.3,34.5,56.2,NA,16,18.5,21.5,21.2,7.9,4.5,1.1,vfsl,1.017,NA,5.1,5.5,1099.6,164,96,3.84,0.36,0.04,3.8,S2020CT015004,NA
CT-015-SW-004-2-07292020,5409,DSP for SH - UCONN,I2021USCT001,34643,41039,S2020CT015004,202818,21N00124,Ap1,5,10,S2020CT015004-2,PaH1-1-2,NA,8.9,36,55.1,NA,15.2,20.8,21.3,20.8,7.6,4.5,0.9,vfsl,1.016,NA,5.1,5.6,878.8,56,97,2.64,0.23,0.04,2.6,S2020CT015004,NA
CT-015-SW-004-3-07292020,5409,DSP for SH - UCONN,I2021USCT001,34643,41039,S2020CT015004,202819,21N00125,Ap2,11,32,S2020CT015004-3,PaH1-1-3,NA,8.1,38.3,53.6,NA,17,21.3,21.3,15.5,8.7,4.2,3.9,fsl,1.016,NA,5.3,5.7,512,13,87,2.08,0.15,0.03,2.1,S2020CT015004,NA
CT-013-SW-018-4-07242020,5409,DSP for SH - UCONN,I2021USCT001,34632,41028,S2020CT013018,202826,21N00126,Ap,29,44,S2020CT013018-4,PaL2-2-4,NA,7.6,24.9,67.5,NA,10.9,14,13.1,21,18.1,10.8,4.5,sl,1.009,NA,5.7,6.2,434.3,6,NA,1.17,0.11,0.02,1.2,S2020CT013018,NA
CT-015-SW-005-1-07292020,5409,DSP for SH - UCONN,I2021USCT001,34645,41041,S2020CT015005,202827,21N00127,Ap1,0,5,S2020CT015005-1,PaH1-2-1,NA,9.5,33.7,56.8,NA,14.8,18.9,21.6,19,9.2,5.4,1.6,fsl,1.019,NA,5.3,5.8,1175.3,212,95,3.79,0.36,0.04,3.8,S2020CT015005,NA
CT-015-SW-005-2-07292020,5409,DSP for SH - UCONN,I2021USCT001,34645,41041,S2020CT015005,202828,21N00128,Ap1,5,10,S2020CT015005-2,PaH1-2-2,NA,8.7,34.3,57,NA,15.2,19.1,23.1,21.4,7.2,4,1.3,vfsl,1.017,NA,5.3,5.7,953.7,95,95,3.11,0.29,0.04,3.1,S2020CT015005,NA
CT-015-SW-005-3-07292020,5409,DSP for SH - UCONN,I2021USCT001,34645,41041,S2020CT015005,202829,21N00129,Ap2,13,25,S2020CT015005-3,PaH1-2-3,NA,7.4,34.9,57.7,NA,17.4,17.5,19.9,17.2,10.3,5.5,4.8,fsl,1.014,NA,5.5,5.9,730.2,39,87,2.02,0.18,0.03,2,S2020CT015005,NA
OR-003-SW-001A-WV0001-042419,5422,DSP for Soil Health - Oregon State,I2021USOR014,34810,41189,S2019OR003001A,203458,21N00461,A,0,5,S2019OR003001A-1,WV0001,001_Forest_1,44.5,41.8,13.7,NA,36.7,5.1,3.6,3.1,2.4,2.6,2,sic,1.057,NA,5,5.5,1138.5,81,NA,4.56,0.25,0.04,4.6,S2019OR003001,NA
OR-003-SW-001A-WV0002-042419,5422,DSP for Soil Health - Oregon State,I2021USOR014,34810,41189,S2019OR003001A,203459,21N00462,A,5,10,S2019OR003001A-2,WV0002,001_Forest_2,46.1,41.7,12.2,NA,35.8,5.9,3.3,3,2.7,1.8,1.4,sic,1.055,NA,4.8,5.3,759.8,56,NA,3.58,0.21,0.03,3.6,S2019OR003001,NA
OR-003-SW-001B-WV0006-042419,5422,DSP for Soil Health - Oregon State,I2021USOR014,34811,41190,S2019OR003001B,203460,21N00463,A,0,5,S2019OR003001B-1,WV0006,001_Forest_1,45.9,39.7,14.4,NA,33.5,6.2,3.9,3.9,3.4,1.9,1.3,c,1.055,NA,5.1,5.5,987,77,NA,4.66,0.26,0.04,4.7,S2019OR003001,NA
OR-003-SW-001B-WV0007-042419,5422,DSP for Soil Health - Oregon State,I2021USOR014,34811,41190,S2019OR003001B,203461,21N00464,A,5,10,S2019OR003001B-2,WV0007,001_Forest_2,45.4,39.3,15.3,NA,33.8,5.5,3.8,3.8,3.1,2.5,2.1,c,1.056,NA,5,5.4,835.7,66,NA,4.4,0.26,0.04,4.4,S2019OR003001,NA
OR-003-SW-001C-WV0011-042419,5422,DSP for Soil Health - Oregon State,I2021USOR014,34812,41191,S2019OR003001C,203462,21N00465,A,0,5,S2019OR003001C-1,WV0011,001_Forest_1,43.3,38.9,17.8,NA,31.8,7.1,3.7,5,3.1,3.1,2.9,c,1.06,NA,5.3,5.8,1220.1,134,NA,6.35,0.35,0.04,6.4,S2019OR003001,NA
OR-003-SW-001C-WV0012-042419,5422,DSP for Soil Health - Oregon State,I2021USOR014,34812,41191,S2019OR003001C,203463,21N00466,A,5,10,S2019OR003001C-2,WV0012,001_Forest_2,45.9,37.7,16.4,NA,31,6.7,3.7,4,4,2.5,2.2,c,1.056,NA,5.2,5.6,913.9,75,NA,5.11,0.3,0.04,5.1,S2019OR003001,NA
OR-053-SW-002A-WV0016-051319,5422,DSP for Soil Health - Oregon State,I2021USOR014,34813,41192,S2019OR053002A,203464,21N00467,A,0,5,S2019OR053002A-1,WV0016,002_Forest_1,40.4,45.5,14.1,NA,35.7,9.8,4,4.5,3.4,1.7,0.5,sic,1.061,NA,5.2,5.6,1144.5,102,NA,4.68,0.29,0.03,4.7,S2019OR053002,NA
OR-053-SW-002A-WV0017-051319,5422,DSP for Soil Health - Oregon State,I2021USOR014,34813,41192,S2019OR053002A,203465,21N00468,A,5,10,S2019OR053002A-2,WV0017,002_Forest_2,42.4,42.6,15,NA,34.4,8.2,4,4.9,3.6,2,0.5,sic,1.062,NA,4.9,5.4,916.4,55,NA,3.41,0.23,0.03,3.4,S2019OR053002,NA
OR-053-SW-002A-WV0018-051319,5422,DSP for Soil Health - Oregon State,I2021USOR014,34813,41192,S2019OR053002A,203466,21N00469,A,10,30,S2019OR053002A-3,WV0018,002_Forest_3,43.2,44.7,12.1,NA,35.8,8.9,3.5,3.7,3.6,1,0.3,sic,1.056,NA,4.6,5.2,608.7,20,NA,2.35,0.2,0.02,2.4,S2019OR053002,NA
OR-053-SW-002B-WV0021-051319,5422,DSP for Soil Health - Oregon State,I2021USOR014,34814,41193,S2019OR053002B,203467,21N00470,A,0,5,S2019OR053002B-1,WV0021,002_Forest_1,44.4,41.6,14,NA,33.8,7.8,4,4.7,3.2,1.5,0.6,sic,1.069,NA,5.5,5.9,1230.6,106,NA,5.29,0.37,0.04,5.3,S2019OR053002,NA
OR-053-SW-002B-WV0022-051319,5422,DSP for Soil Health - Oregon State,I2021USOR014,34814,41193,S2019OR053002B,203468,21N00471,A,5,10,S2019OR053002B-2,WV0022,002_Forest_2,44.6,42,13.4,NA,34.3,7.7,4.3,4.6,3.2,0.8,0.5,sic,1.07,NA,5.2,5.7,1076,63,NA,4.62,0.35,0.04,4.6,S2019OR053002,NA
OR-053-SW-002B-WV0023-051319,5422,DSP for Soil Health - Oregon State,I2021USOR014,34814,41193,S2019OR053002B,203469,21N00472,A,10,30,S2019OR053002B-3,WV0023,002_Forest_3,44.4,42,13.6,NA,34.2,7.8,4,4.5,2.9,1.6,0.6,sic,1.069,NA,5.2,5.7,923.8,38,NA,3.92,0.32,0.04,3.9,S2019OR053002,NA
OR-053-SW-002C-WV0026-051319,5422,DSP for Soil Health - Oregon State,I2021USOR014,34815,41194,S2019OR053002C,203470,21N00473,A,0,5,S2019OR053002C-1,WV0026,002_Forest_1,44.5,41.2,14.3,NA,32,9.2,4.7,3.8,2.7,2.1,1,sic,1.064,NA,5.4,5.9,1227.8,137,NA,5.3,0.35,0.04,5.3,S2019OR053002,NA
OR-053-SW-002C-WV0027-051319,5422,DSP for Soil Health - Oregon State,I2021USOR014,34815,41194,S2019OR053002C,203471,21N00474,A,5,10,S2019OR053002C-2,WV0027,002_Forest_2,46.7,39.6,13.7,NA,30.3,9.3,4.1,3.3,3.4,1.8,1.1,c,1.064,NA,5.4,5.8,1073.1,73,NA,4.56,0.33,0.04,4.6,S2019OR053002,NA
OR-053-SW-002C-WV0028-051319,5422,DSP for Soil Health - Oregon State,I2021USOR014,34815,41194,S2019OR053002C,203472,21N00475,A,10,30,S2019OR053002C-3,WV0028,002_Forest_3,46.4,40.9,12.7,NA,31.7,9.2,4.5,3.5,2.8,1.3,0.6,sic,1.06,NA,5.2,5.6,841,23,NA,3.34,0.27,0.03,3.3,S2019OR053002,NA
OR-053-SW-003A-WV0031-052019,5422,DSP for Soil Health - Oregon State,I2021USOR014,34816,41195,S2019OR053003A,203473,21N00476,A,0,5,S2019OR053003A-1,WV0031,003_No-till_1,21.6,69,9.4,NA,53.4,15.6,5.7,2.5,0.9,0.3,0,sil,1.024,NA,5.8,6.2,1181.9,354,NA,3.19,0.29,0.03,3.2,S2019OR053003,NA
OR-053-SW-003A-WV0032-052019,5422,DSP for Soil Health - Oregon State,I2021USOR014,34816,41195,S2019OR053003A,203474,21N00477,A,5,10,S2019OR053003A-2,WV0032,003_No-till_2,21.7,70.4,7.9,NA,54.5,15.9,4.2,2.3,1.1,0.1,0.2,sil,1.024,NA,6.3,6.7,1108,256,NA,2.77,0.26,0.03,2.8,S2019OR053003,NA
OR-053-SW-003B-WV0037-052019,5422,DSP for Soil Health - Oregon State,I2021USOR014,34817,41196,S2019OR053003B,203475,21N00478,A,0,5,S2019OR053003B-1,WV0037,003_No-till_1,22.2,69,8.8,NA,54.5,14.5,5.3,2.2,0.9,0.3,0.1,sil,1.024,NA,6.1,6.5,1180.1,373,NA,3.51,0.3,0.04,3.5,S2019OR053003,NA
OR-053-SW-003B-WV0038-052019,5422,DSP for Soil Health - Oregon State,I2021USOR014,34817,41196,S2019OR053003B,203476,21N00479,A,5,10,S2019OR053003B-2,WV0038,003_No-till_2,21.6,69.7,8.7,NA,54.1,15.6,4.9,2.4,1,0.3,0.1,sil,1.024,NA,6.3,6.7,1103.9,253,NA,2.76,0.26,0.03,2.8,S2019OR053003,NA
OR-053-SW-003C-WV0043-052019,5422,DSP for Soil Health - Oregon State,I2021USOR014,34818,41197,S2019OR053003C,203477,21N00480,A,0,5,S2019OR053003C-1,WV0043,003_No-till_1,21.3,70,8.7,NA,54.3,15.7,5.2,2.4,0.8,0.3,0,sil,1.023,NA,5.6,6.1,1103.1,285,NA,2.88,0.27,0.03,2.9,S2019OR053003,NA
OR-053-SW-003C-WV0044-052019,5422,DSP for Soil Health - Oregon State,I2021USOR014,34818,41197,S2019OR053003C,203478,21N00481,A,5,10,S2019OR053003C-2,WV0044,003_No-till_2,21.7,69.6,8.7,NA,53.9,15.7,5.2,2.5,0.6,0.3,0.1,sil,1.023,NA,5.9,6.4,1029.5,205,NA,2.53,0.26,0.03,2.5,S2019OR053003,NA
OR-071-SW-004A-WV0049-052119,5422,DSP for Soil Health - Oregon State,I2021USOR014,34819,41198,S2019OR071004A,203479,21N00482,A,0,5,S2019OR071004A-1,WV0049,004_Vineyard_1,29.1,54.7,16.2,NA,34.6,20.1,7.1,5,2.9,0.9,0.3,sicl,1.041,NA,5.1,5.7,1125.5,271,NA,3.48,0.33,0.04,3.5,S2019OR071004,NA
OR-071-SW-004A-WV0050-052119,5422,DSP for Soil Health - Oregon State,I2021USOR014,34819,41198,S2019OR071004A,203480,21N00483,A,5,10,S2019OR071004A-2,WV0050,004_Vineyard_2,29.8,38.6,31.6,NA,34.1,4.5,12.7,11.1,5.2,1.9,0.7,cl,1.039,NA,4.8,5.4,821.4,112,NA,2.58,0.25,0.05,2.6,S2019OR071004,NA
OR-071-SW-004B-WV0055-052119,5422,DSP for Soil Health - Oregon State,I2021USOR014,34820,41199,S2019OR071004B,203481,21N00484,A,0,5,S2019OR071004B-1,WV0055,004_Vineyard_1,29.2,55.6,15.2,NA,34.7,20.9,6,5.2,2.9,0.8,0.3,sicl,1.04,NA,5.3,5.8,1121,278,NA,3.76,0.3,0.04,3.8,S2019OR071004,NA
OR-071-SW-004B-WV0056-052119,5422,DSP for Soil Health - Oregon State,I2021USOR014,34820,41199,S2019OR071004B,203482,21N00485,A,5,10,S2019OR071004B-2,WV0056,004_Vineyard_2,30.5,54,15.5,NA,34.5,19.5,6.5,4.8,2.5,1.2,0.5,sicl,1.038,NA,5,5.6,822.8,122,NA,2.81,0.26,0.04,2.8,S2019OR071004,NA
OR-071-SW-004C-WV0061-052119,5422,DSP for Soil Health - Oregon State,I2021USOR014,34821,41200,S2019OR071004C,203483,21N00486,A,0,5,S2019OR071004C-1,WV0061,004_Vineyard_1,35.7,50,14.3,NA,32.6,17.4,6.2,4.6,2.5,0.8,0.2,sicl,1.039,NA,5,5.6,749.6,140,NA,2.26,0.21,0.04,2.3,S2019OR071004,NA
OR-071-SW-004C-WV0062-052119,5422,DSP for Soil Health - Oregon State,I2021USOR014,34821,41200,S2019OR071004C,203484,21N00487,A,5,10,S2019OR071004C-2,WV0062,004_Vineyard_2,32.5,52.4,15.1,NA,34,18.4,6.3,5.1,2.7,0.7,0.3,sicl,1.04,NA,4.9,5.5,823.3,151,NA,2.63,0.24,0.04,2.6,S2019OR071004,NA
OR-047-SW-005A-WV0067-052219,5422,DSP for Soil Health - Oregon State,I2021USOR014,34822,41201,S2019OR047005A,203485,21N00488,A,0,5,S2019OR047005A-1,WV0067,005_Hazelnuts_1,17.4,69.7,12.9,NA,37.1,32.6,10.5,1.5,0.6,0.3,0,sil,1.033,NA,6,6.4,1336.2,273,NA,5.41,0.36,0.04,5.4,S2019OR047005,NA
OR-047-SW-005A-WV0068-052219,5422,DSP for Soil Health - Oregon State,I2021USOR014,34822,41201,S2019OR047005A,203486,21N00489,A,5,10,S2019OR047005A-2,WV0068,005_Hazelnuts_2,16.4,72.2,11.4,NA,36.2,36,9.3,1.2,0.6,0.2,0.1,sil,1.021,NA,5.8,6.2,807.1,98,NA,1.96,0.16,0.03,2,S2019OR047005,NA
OR-047-SW-005A-WV0069-052219,5422,DSP for Soil Health - Oregon State,I2021USOR014,34822,41201,S2019OR047005A,203487,21N00490,A,10,29,S2019OR047005A-3,WV0069,005_Hazelnuts_3,19.4,68.9,11.7,NA,37.6,31.3,9.8,1.3,0.5,0.1,0,sil,1.022,NA,5.6,6,514.4,25,NA,1.19,0.11,0.02,1.2,S2019OR047005,NA
OR-047-SW-005B-WV0073-052219,5422,DSP for Soil Health - Oregon State,I2021USOR014,34823,41202,S2019OR047005B,203488,21N00491,A,0,5,S2019OR047005B-1,WV0073,005_Hazelnuts_1,16.8,70.7,12.5,NA,36.8,33.9,10.3,1.4,0.5,0.2,0.1,sil,1.032,NA,6.2,6.5,1264.6,327,NA,4.84,0.33,0.04,4.8,S2019OR047005,NA
OR-047-SW-005B-WV0074-052219,5422,DSP for Soil Health - Oregon State,I2021USOR014,34823,41202,S2019OR047005B,203489,21N00492,A,5,10,S2019OR047005B-2,WV0074,005_Hazelnuts_2,16.2,70.9,12.9,NA,37.6,33.3,10.7,1.6,0.3,0.1,0.2,sil,1.022,NA,6.3,6.6,881.3,113,NA,2.09,0.17,0.03,2.1,S2019OR047005,NA
OR-047-SW-005B-WV0075-052219,5422,DSP for Soil Health - Oregon State,I2021USOR014,34823,41202,S2019OR047005B,203490,21N00493,A,10,29,S2019OR047005B-3,WV0075,005_Hazelnuts_3,15.6,72.9,11.5,NA,37.7,35.2,9.8,1.1,0.5,0.1,0,sil,1.02,NA,6.3,6.7,662.5,45,NA,1.43,0.12,0.03,1.4,S2019OR047005,NA
OR-047-SW-005C-WV0079-052219,5422,DSP for Soil Health - Oregon State,I2021USOR014,34824,41203,S2019OR047005C,203491,21N00494,A,0,5,S2019OR047005C-1,WV0079,005_Hazelnuts_1,15,71.9,13.1,NA,37.9,34,10.3,1.5,0.9,0.3,0.1,sil,1.028,NA,5.3,5.5,1258.1,164,NA,4.26,0.3,0.03,4.3,S2019OR047005,NA
OR-047-SW-005C-WV0080-052219,5422,DSP for Soil Health - Oregon State,I2021USOR014,34824,41203,S2019OR047005C,203492,21N00495,A,5,10,S2019OR047005C-2,WV0080,005_Hazelnuts_2,14.9,72,13.1,NA,38.2,33.8,10.7,1.5,0.7,0.2,0,sil,1.02,NA,5.2,5.4,807.7,64,NA,1.88,0.17,0.03,1.9,S2019OR047005,NA
OR-047-SW-005C-WV0081-052219,5422,DSP for Soil Health - Oregon State,I2021USOR014,34824,41203,S2019OR047005C,203493,21N00496,A,10,29,S2019OR047005C-3,WV0081,005_Hazelnuts_3,18.9,69.6,11.5,NA,38.2,31.4,9.8,1.3,0.3,0.1,0,sil,1.021,NA,5.3,5.8,367.9,16,NA,0.87,0.09,0.02,0.9,S2019OR047005,NA
OR-047-SW-006A-WV0085-052219,5422,DSP for Soil Health - Oregon State,I2021USOR014,34825,41204,S2019OR047006A,203494,21N00497,Ap,0,5,S2019OR047006A-1,WV0085,006_Conventional-till_1,18.6,65.2,16.2,NA,35.4,29.8,10.9,1.7,1.6,1.3,0.7,sil,1.027,NA,5.8,6.2,815.1,179,NA,2.04,0.18,0.03,2,S2019OR047006,NA
OR-047-SW-006A-WV0086-052219,5422,DSP for Soil Health - Oregon State,I2021USOR014,34825,41204,S2019OR047006A,203495,21N00498,Ap,5,10,S2019OR047006A-2,WV0086,006_Conventional-till_2,18.7,63.9,17.4,NA,34.7,29.2,11.7,2.1,1.4,1.2,1,sil,1.025,NA,6.1,6.5,809.1,148,NA,1.97,0.17,0.03,2,S2019OR047006,NA
